age,gender,music,artist_name,featured_artists,genre,duration,music_id,id_artists,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,time_signature,release_date,explicit,release_year,playcount,user_id,genre_spotify
35,F,Get Up Offa That Thing,James Brown,,Dance/Electronic,4.17,0nyrltZrQGAJMBZc1bYvuQ,spotify:artist:7GaxyUddsPok8BuhxN6OUW,0.2796133333333333,0.8313333333333333,0.6766666666666666,0,-9.539,1,0.0836666666666666,0.1114966666666666,0.1219666666666666,0.7336666666666667,124.03566666666666,4.0,1992-12-24,False,1992,3,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,
35,F,The Quiet Things That No One Ever Knows,Brand New,,Jazz,4.03,5bgeqWYFarzP8ujm4LrhnP,spotify:artist:168dgYui7ExaU612eooDF1,0.968,0.54,0.3289999999999999,5,-6.816,1,0.0376,0.254,0.103,0.421,159.838,4.0,2007-07-31,False,2007,3,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,
28,M,Same Mistakes,One Direction,,Soul,3.65,46qPfZshPjoitCKdKVD6k7,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,0.5546666666666668,0.603,0.4686666666666667,0,-10.622000000000002,1,0.0348666666666666,0.0487522666666666,0.1465,0.4686666666666667,129.656,4.0,2010-02-02,False,2010,5,2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3,
28,M,Free Lunch,Isaiah Rashad,,Classical,3.2,5FX89IUKm9QJT9ymrmyK4k,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,0.2032928499999999,0.4775,0.77,3,-8.6585,0,0.1733,0.1241447499999999,0.1842499999999999,0.378825,100.2,4.0,2005-01-01,False,2005,6,2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3,
57,M,Really Really,Kevin Gates,"Sfera Ebbasta, Saweetie, gnash",Christian/Gospel,3.87,10I3CmmwT0BkOVhduDy53o,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,0.00427,0.762,0.6659999999999999,0,-6.055,1,0.0916,0.0,0.127,0.278,118.97,4.0,2016-01-29,True,2016,6,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,
57,M,Upside Down,GoldFord,,Christian/Gospel,3.59,30KASkwK84sWmVEqs5gu09,spotify:artist:4I2QW85rkIhCRRZt1kuBqS,0.3063791297959183,0.5696734693877551,0.6172408163265306,7,-8.118897959183673,1,0.0645591836734693,0.1158463687755102,0.1565408163265306,0.4353326530612245,123.66789795918368,4.0,1993-06-07,False,1993,12,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,
17,M,All My Love,Led Zeppelin,"Dido, Marco Antonio Solís, Spice Girls, Bazzi, Breaking Benjamin",Dance/Electronic,5.85,6lrh9jZ1xoMwoErgPSj2rY,spotify:artist:36QJpDe2go2KgaRleHCDTp,0.4336996785714285,0.5579285714285714,0.4918285714285714,0,-11.104035714285716,1,0.0600321428571428,0.1358061317857142,0.2553428571428571,0.552175,120.88682142857142,4.0,1991-02-15,False,1991,5,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,
62,M,Practice,Drake,"LANY, Wesley Safadão, Jack Johnson",canadian hip hop,3.96,0jF2AdhsalO1L7KkhK4LE5,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.4076366666666666,0.5431666666666667,0.4426666666666667,1,-10.949,1,0.1815,0.0029560583333333,0.31805,0.2346666666666666,86.22133333333333,4.0,2009-08-01,False,2009,5,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,canadian hip hop
62,M,Crooked Teeth,Death Cab for Cutie,,Hip-Hop,3.4,1crbFuCkGL4kXnAGd63RXq,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,0.0358913666666666,0.4833333333333334,0.805,2,-6.374333333333333,1,0.0723333333333333,0.2943679633333333,0.2623333333333333,0.4923333333333333,121.63633333333333,4.0,2006,False,2006,3,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,
62,M,Livin' On A Prayer,Bon Jovi,"ZZ Top, Thirty Seconds To Mars, The Smashing Pumpkins",Hip-Hop,4.15,0J6mQxEZnlRt9ymzFntA6z,spotify:artist:58lV9VcRSjABbAbfWS6skp,0.4195,0.6719999999999999,0.479,0,-6.6805,0,0.03325,0.0525,0.2635,0.405,118.0285,4.0,2004,False,2004,3,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,
14,M,Amsterdam,Nothing But Thieves,,alternative pop rock,4.54,454I78HEySdcHE8fcVabTb,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,0.3988373911764706,0.5052941176470588,0.5558000000000001,0,-9.04520588235294,1,0.0878676470588235,0.0952106432352941,0.2676294117647058,0.4294735294117647,127.2279705882353,4.0,1968,False,1968,5,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,alternative pop rock
14,M,Runaway,Mat Kearney,,acoustic pop,3.86,1LRV5Gyq5pp3CozJbXaiNS,spotify:artist:2NQEwAVHBNcI0tGMLlWwF1,0.1888624033913043,0.5494173913043479,0.6846,7,-7.558582608695652,1,0.0651617391304347,0.099660850347826,0.2046330434782608,0.4476243478260869,123.40129565217391,4.0,1980-01-01,False,1980,7,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,acoustic pop
14,M,Feels,Kiiara,"Mabel, Rich Brian, XXXTENTACION, Elton John",Classical,3.04,7urOj7zwJa2rG5eWc7Nz4W,spotify:artist:4u5smJBskI6Adzv08PuiUP,0.305325,0.527375,0.581375,9,-8.030750000000001,0,0.0914124999999999,0.223600425,0.1037749999999999,0.427875,121.795125,4.0,2016-03-22,False,2016,1,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,
18,M,Subtle Love,birthday,,Hip-Hop,3.68,0aWGLwv574BBD16VmSfK47,spotify:artist:75jBfFr6bLpV9TdIfg5BZq,0.97,0.522,0.162,3,-8.846,1,0.0325,2.88e-06,0.114,0.317,127.352,3.0,2015-09-04,False,2015,3,3fdba35f04dc8c462986c992bcf875546257113072a909c162f7e470e581e278,
18,M,The Name Of The Game,ABBA,"Tim McGraw, Tones And I, GIMS, Electric Light Orchestra, KAROL G",Hip-Hop,4.86,4MD2SWeKfSBMDzrUaK22KS,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,0.1949999999999999,0.5980000000000001,0.41,1,-10.124,1,0.0504,0.304551,0.3355,0.6245,125.7575,4.0,2001-10-05,False,2001,4,3fdba35f04dc8c462986c992bcf875546257113072a909c162f7e470e581e278,
18,M,Lovers & Friends,Lil Jon,,Dance/Electronic,4.34,22iOO39QpOuEE9Igz2PxyG,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,0.374475,0.6425000000000001,0.51,0,-7.548999999999999,0,0.0422499999999999,0.0008915499999999,0.187,0.5755,163.8585,4.0,2010-03-24,False,2010,3,3fdba35f04dc8c462986c992bcf875546257113072a909c162f7e470e581e278,
17,M,We Cry Out,Jeremy Camp,,Rock,3.93,4fYovcQclEpA0dnDmwDnkE,spotify:artist:5wpEBloInversG3zp3CVAk,0.1669999999999999,0.218,0.703,7,-9.223,1,0.0903,0.0,0.0871,0.0805,158.782,4.0,2011-06-28,False,2011,5,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,
17,M,Jumping,KARA,,k-pop,2.98,5CpEKfAaCStNBaQr9qyn7V,spotify:artist:7aZ221EQfonNG2lO9Hh192,0.691,0.43,0.927,9,-8.057,1,0.266,0.0124,0.268,0.361,80.465,4.0,2008-01-29,False,2008,5,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,k-pop
17,M,Man Of The Year,ScHoolboy Q,"Sofía Reyes, Christina Aguilera, Snow Patrol, Reik, Miguel",Underground Rap,3.6,5SsR3wtCOafDmZgvIdRhSm,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,0.011,0.654,0.815,8,-10.587,1,0.055,0.00218,0.99,0.3289999999999999,131.028,4.0,1999-05-25,False,1999,6,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,
15,F,Crazy,Gnarls Barkley,,Jazz,2.96,1vxw6aYJls2oq3gW0DujAo,spotify:artist:5SbkVQYYzlw1kte75QIabH,0.3190862019354838,0.5732193548387097,0.5930670967741936,10,-8.419916129032258,1,0.0861735483870967,0.0874025421290322,0.1634051612903226,0.4916438709677418,115.5935806451613,4.0,1978-07-01,False,1978,4,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb,
34,F,Don't Happen Twice,Kenny Chesney,"TLC, Noah Cyrus, Dua Lipa, MØ, Pink Floyd",Jazz,3.38,04ccQGJ1i8gL7JoeCPiJbv,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,0.00626,0.499,0.708,7,-7.029,1,0.0301,1.15e-05,0.0423,0.617,158.785,4.0,2000-09-25,False,2000,12,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9,
34,F,History,Olivia Holt,,Rock,3.4,0WCEaydwN65cvwaW8aqptF,spotify:artist:188VINPQh5dyNfLUkevKqf,0.2942054837837838,0.541972972972973,0.644918918918919,9,-8.675324324324325,1,0.0665351351351351,0.0669723859459459,0.1655999999999999,0.4982081081081081,117.14997297297298,4.0,1972-08-25,False,1972,3,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9,
50,M,Batter Up,Nelly,"Bryant Myers, Lukas Graham, George Strait, Lil Pump",Jazz,5.47,5HaDcNX0o9RLQKNjY6Rx0x,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,0.4513775,0.509,0.5315000000000001,1,-7.675499999999999,0,0.04595,0.4074499999999999,0.2559999999999999,0.4670499999999999,115.308,4.0,2010-08-03,False,2010,4,4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3,
37,F,They,Jem,,Folk/Acoustic,3.27,53OAjBw9irOKWuo8yhoQIE,spotify:artist:4v4xuH9VypORYabMnhPLt1,0.1897188349999999,0.4866666666666666,0.7134,2,-9.3595,0,0.0667499999999999,0.2920679166666666,0.2387333333333333,0.3508,119.32425,4.0,1994,False,1994,6,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a,
37,F,Let's Go,Khalid,"Sara Bareilles, Vintage Culture, Jonas Blue, Skepta, Lil Yachty",Folk/Acoustic,3.41,6AIccJIWHGK26xi34FAkwl,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.1809383937499999,0.6356875000000001,0.7392291666666666,2,-7.340625,1,0.1237854166666666,0.1740163958333333,0.1665416666666666,0.5654374999999999,111.48410416666668,4.0,1975,False,1975,7,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a,
37,M,Forever,Drake,Jesse & Joy,Hip-Hop,5.96,31Q9ZTF9x81BDonlObCbvP,spotify:artist:3TVXtAsR1Inumwj472S9r4,0.2688507307558139,0.5051622093023256,0.6133296511627907,1,-8.533343023255815,1,0.0746703488372093,0.1829383006395348,0.1995209302325581,0.3883872093023255,121.36592441860464,4.0,1973-10-15,False,1973,3,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767,
37,M,You Look Good,Lady Antebellum,,contemporary country,3.02,1dFLowBW25EaL2OC7eKEa2,spotify:artist:32WkQRZEVKSzVAAYqukAEA,0.7559999999999999,0.455,0.361,7,-11.97,0,0.0354,0.0,0.0997,0.318,115.132,3.0,2003-01-01,False,2003,3,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767,contemporary country
37,M,Riptide,Vance Joy,,Hip-Hop,3.4,7yq4Qj7cqayVTp3FF9CWbm,spotify:artist:10exVja0key0uqUkk6LJRT,0.1155736363636363,0.4915454545454545,0.7231818181818181,0,-7.132636363636364,1,0.055090909090909,0.2298915127272727,0.2576272727272727,0.5340909090909091,140.60627272727274,4.0,2005-01-01,False,2005,4,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767,
19,F,Beat It,Sean Kingston,"The Strokes, Owl City, SZA, Juanes, Charli XCX",Country,4.22,3bwCMbwDZVtvJDnUTQIdCX,spotify:artist:6S0dmVVn4udvppDhZIWxCr,0.2180113818181818,0.6825454545454546,0.7071818181818181,3,-8.05290909090909,0,0.0721636363636363,0.0665764972727272,0.2502818181818181,0.7839090909090909,134.62272727272727,4.0,1982-11-30,False,1982,5,f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b,
55,F,Black Balloon,The Goo Goo Dolls,Diplo,Christian/Gospel,4.16,5zmaypMaWb21FUGBxbw8hT,spotify:artist:2sil8z5kiy4r76CRTXxBCA,0.436,0.5356666666666666,0.4243333333333334,5,-10.527,0,0.0305333333333333,0.2298246666666666,0.1000666666666666,0.4929999999999999,143.38866666666664,4.0,2009-08-03,False,2009,3,6f4b6612125fb3a0daecd2799dfd6c9c299424fd920f9b308110a2c1fbd8f443,
61,M,Baby Got Back,Sir Mix-A-Lot,,Easy Listening,4.38,7MCNnnmwm7TXMh7xyNGohi,spotify:artist:3TQ9JTBI2n2hfo7aRONEYV,0.3117374999999999,0.64675,0.5625,0,-8.8805,1,0.0944,0.0006799474999999,0.298625,0.5880000000000001,146.50650000000002,4.0,2000-10-24,False,2000,6,785f3ec7eb32f30b90cd0fcf3657d388b5ff4297f2f9716ff66e9b69c05ddd09,
61,M,Chicken Fried,Zac Brown Band,"Alan Walker, RAF Camora, Angus & Julia Stone",Classical,3.97,4dGJf1SER1T6ooX46vwzRB,spotify:artist:6yJCxee7QumYr820xdIsjo,0.6916666666666668,0.6009999999999999,0.5379999999999999,6,-6.049333333333333,1,0.0395,0.0,0.177,0.7623333333333333,141.81266666666667,4.0,2012-09-10,False,2012,5,785f3ec7eb32f30b90cd0fcf3657d388b5ff4297f2f9716ff66e9b69c05ddd09,
64,M,Evil Woman,Electric Light Orchestra,"Five Finger Death Punch, John Legend",Country,4.33,5qRJD1yaLJ5s0J3JpbgnwA,spotify:artist:7jefIIksOi1EazgRTfW2Pk,0.3620764285714286,0.6045714285714286,0.6079285714285714,9,-8.096642857142857,0,0.0463357142857142,0.0595355028571428,0.2450142857142857,0.6782142857142857,109.38821428571428,4.0,1972,False,1972,9,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,
79,F,Coffee & Cigarettes,Vic Mensa,,Classical,4.51,6b3v4ji1TfJcHrZXPpjuei,spotify:artist:27w1NoOLMX7tJMYqcetPyG,0.2672,0.5805,0.752,9,-6.54,0,0.2775,0.0,0.322,0.5109999999999999,92.074,4.0,2006-01-01,False,2006,7,c2356069e9d1e79ca924378153cfbbfb4d4416b1f99d41a2940bfdb66c5319db,
63,M,Bottom of a Bottle,Smile Empty Soul,,Emo,3.7,1XZrMIHtCVJPqK29Mzm44G,spotify:artist:1KEUVZo7CMTSJoM8doulOT,0.00730091,0.4379999999999999,0.933,5,-3.588,0,0.147,0.2339999999999999,0.1297,0.2681499999999999,142.16150000000002,4.0,2007-04-19,False,2007,3,b7a56873cd771f2c446d369b649430b65a756ba278ff97ec81bb6f55b2e73569,
35,M,I Can't Stop,Flux Pavilion,,Pop,5.1,5WSL7UTa38jMWoBzObD4BD,spotify:artist:7muzHifhMdnfN1xncRLOqk,0.0776112222222222,0.6982222222222222,0.7154444444444444,7,-7.538222222222221,1,0.0541777777777777,0.1116202366666666,0.1626111111111111,0.6365555555555555,110.11366666666667,4.0,1994-01-01,False,1994,6,5f9c4ab08cac7457e9111a30e4664920607ea2c115a1433d7be98e97e64244ca,
15,M,"Bon, Bon",Pitbull,"Sia, David Bisbal, Jeremy Zucker, Armin van Buuren",Metal,3.6,2NqWJfkEmOENiQWHxsVwJn,spotify:artist:0TnOYISbd1XYRBk9myaseg,0.177,0.7979999999999999,0.895,5,-7.811,1,0.216,0.0,0.358,0.784,127.967,4.0,2010-11-02,False,2010,3,670671cd97404156226e507973f2ab8330d3022ca96e0c93bdbdb320c41adcaf,
15,M,Who Do You Love?,YG,"Ramin Djawadi, DJ Luian, Lil Uzi Vert",Metal,3.89,1uDjaezEbalGyGnuH80zDK,spotify:artist:0A0FS04o6zMoto8OKPsDwY,0.2965039499999999,0.628,0.643,0,-8.80575,1,0.0676749999999999,0.19183095,0.1527,0.71275,127.217,4.0,1999-01-01,False,1999,2,670671cd97404156226e507973f2ab8330d3022ca96e0c93bdbdb320c41adcaf,
77,F,Ride,Twenty One Pilots,,Underground Rap,3.58,2Z8WuEywRWYTKe1NybPQEW,spotify:artist:3YQKmKGau1PzlVlkL1iodx,0.1657682727380952,0.5828809523809524,0.6858095238095239,7,-7.702857142857143,1,0.0952821428571428,0.1497819676190476,0.176047619047619,0.521425,121.34484523809525,4.0,1990-01-01,False,1990,8,59e19706d51d39f66711c2653cd7eb1291c94d9b55eb14bda74ce4dc636d015a,
77,F,Mesmer,Amfibian,,Christian/Gospel,4.9,32F6LXw075y0H2YohipMDg,spotify:artist:0lv6LwlVj9hbnHYlqrKjJr,0.3792333333333333,0.4103333333333334,0.511,3,-10.923,1,0.0322666666666666,0.3463333333333333,0.0997666666666666,0.3232,84.93333333333332,4.0,2000,False,2000,3,59e19706d51d39f66711c2653cd7eb1291c94d9b55eb14bda74ce4dc636d015a,
19,F,Reefer Madness,Kottonmouth Kings,,RnB,4.61,55TToKGG2XFb86uiAP62ni,spotify:artist:0jx4hPtb5enLdBDdHKuSgf,0.0431,0.41,0.418,7,-15.941,1,0.198,0.0,0.129,0.261,96.78,4.0,2008-01-01,False,2008,6,35135aaa6cc23891b40cb3f378c53a17a1127210ce60e125ccf03efcfdaec458,
19,F,2U (feat. Justin Bieber),David Guetta,"Romeo Santos, Jason Mraz, Kylie Minogue, Fifth Harmony, Alice In Chains",RnB,3.25,3A7qX2QjDlPnazUsRk5y0M,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,0.2339999999999999,0.534,0.613,8,-7.41,0,0.0591,0.0,0.2269999999999999,0.528,144.878,4.0,2018-09-14,False,2018,4,35135aaa6cc23891b40cb3f378c53a17a1127210ce60e125ccf03efcfdaec458,
42,F,Plage - Felix Cartal Remix,Crystal Fighters,,Jazz,5.52,4vgtpl60klKomYq8EObT7C,spotify:artist:75EZuo5MHV2572NRpMWotC,0.0706,0.5920000000000001,0.778,1,-2.139,0,0.0277,0.00147,0.0884,0.5670000000000001,133.977,4.0,2012-03-20,False,2012,6,624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4da576068201b6c6958ce93f4,
21,F,Chim Chim Cher-ee,Dick Van Dyke,,Hip-Hop,2.77,2hKYhft1VITPST4iiAHLGC,spotify:artist:6XIT5sGHOtxVgqtSnMCYZ6,0.154,0.289,0.805,0,-5.733,1,0.0483,0.000701,0.149,0.396,170.90200000000004,3.0,2012-07-03,False,2012,9,eb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f94962ceaec1ed8af21f5a50f,
20,F,Matrix,A.CHAL,,Rock,2.9,5iYmZf4oFIqaHdCMVeET8K,spotify:artist:0pkwrPVI8UyXtPkavyJoZ4,0.323805,0.7005,0.60125,1,-10.487625,0,0.146675,0.370291235,0.259125,0.4302499999999999,124.632625,4.0,2000-10-17,False,2000,6,e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b,
20,F,Hey Bobby,K.T. Oslin,,Metal,4.38,04Bv2pb4E2fUagLvxI3RZc,spotify:artist:0MMNJf1JrxeSFE2pcpX50b,0.298,0.74,0.926,6,-4.55,0,0.3,1.13e-05,0.363,0.674,94.106,4.0,2007-03-27,False,2007,7,e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b,
74,F,Electric Feel,MGMT,"Robin Schulz, BLACKPINK, Laura Pausini, Logic, Sigala",alternative rock,3.83,0vaf64cpnqM7COUZZkoBig,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,0.0714,0.763,0.807,1,-3.714,1,0.035,0.28,0.348,0.5589999999999999,103.038,3.0,2007-12-14,False,2007,5,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,alternative rock
74,F,Slow It Down,The Lumineers,,Dance/Electronic,5.12,5OFcjrC1OiRSBylQgF5HDD,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,0.3720165714285714,0.5517142857142857,0.5275,11,-8.886,1,0.0893357142857142,0.1775146671428571,0.1779571428571428,0.3391428571428571,125.31135714285712,4.0,1997,False,1997,4,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,
74,F,Nightcrawler,Travis Scott,Bryan Adams,Rap,5.36,3xby7fOyqmeON8jsnom0AT,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,0.1937049125,0.40175,0.6618375000000001,2,-13.262625,0,0.068425,0.5770124999999999,0.2345249999999999,0.2414249999999999,131.2025,4.0,1985-01-01,False,1985,2,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,
17,M,Slippery (feat. Gucci Mane),Migos,"Feid, Kid Cudi, alt-J",Underground Rap,5.07,6p8NuHm8uCGnn2Dtbtf7zE,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,0.3195,0.921,0.6785,1,-5.3735,0,0.2345,0.0,0.09895,0.716,141.96300000000002,4.0,2017-01-26,False,2017,3,86e50149658661312a9e0b35558d84f6c6d3da797f552a9657fe0558ca40cdef,
38,F,Medicine,Daughter,,Pop,4.32,7H8fBamGUheu0DSpp3pj03,spotify:artist:46CitWgnWrvF9t70C2p1Me,0.242292558,0.5783999999999999,0.63262,2,-7.97254,1,0.1048979999999999,0.0958520715999999,0.2063779999999999,0.4226339999999999,122.59682,4.0,1996-07-19,False,1996,5,9f14025af0065b30e47e23ebb3b491d39ae8ed17d33739e5ff3827ffb3634953,
38,F,Mama Said,Lukas Graham,"NEFFEX, Arctic Monkeys, John Denver",Pop,3.45,7675gjlUZzneYiMrQ9Inx8,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,0.3508008333333333,0.6161666666666666,0.61925,8,-7.925916666666667,0,0.1039333333333333,0.0009336916666666,0.2019999999999999,0.5761666666666666,112.627,4.0,1996-12-10,False,1996,5,9f14025af0065b30e47e23ebb3b491d39ae8ed17d33739e5ff3827ffb3634953,
25,F,Late Date,John Coltrane,,bebop,3.56,6bd6IEE8YsDiJyZR9MhWbF,spotify:artist:2hGh5VOeeqimQFxqXvfCUf,0.98,0.477,0.0304,8,-16.72,1,0.0345,0.907,0.1689999999999999,0.151,75.829,4.0,2012-06-05,False,2012,6,76a50887d8f1c2e9301755428990ad81479ee21c25b43215cf524541e0503269,bebop
